Q274_R68	Q274_R68_C10	Family Life in Qatar	how cold is doha during winter?	i am just curious how cold is doha during winter?	winter here in Qatar is very nice; sunny in the morning and afternoon; cool at night. some times you feel of cold and you need heater. but in general; it is lovely season. at least you can enjoy walking	U5233	2008-09-08 09:27:26
Q277_R4	Q277_R4_C1	Qatar Living Lounge	child seat belts	While driving in Doha last night I witness a sad incident. A man was driving with his child on his lap. He had to make an emergency stop and his childs head impacted the steering wheel. The poor child was bleeding and crying. Many times I have seen children not properly secured in vehicles. Is there not a law regarding child safety in vehicles here in Qatar?	there is a law. No children under 10 in the front seats. Unfortunately this law is not enforced. Did you take the guys license plate # and report him? Maybe if he got a large fine it would impact him rather than his child. poor child has an idiot for a parent.	U243	2009-09-17 10:29:09
Q277_R4	Q277_R4_C2	Qatar Living Lounge	child seat belts	While driving in Doha last night I witness a sad incident. A man was driving with his child on his lap. He had to make an emergency stop and his childs head impacted the steering wheel. The poor child was bleeding and crying. Many times I have seen children not properly secured in vehicles. Is there not a law regarding child safety in vehicles here in Qatar?	yes there is a law; unfortunately; not too much enforcement and some people are too arrogant to follow.. i see lots everyday..	U62	2009-09-17 10:33:23
Q277_R17	Q277_R17_C1	Family Life in Qatar	Car seats	What carseat brands are available in Qatar? I m just not sure if I should bring the kids carseats from Norway; not sure how the airlines will treat the seats; and are a bit worried that they will break them.	"""While car seats are available in Qatar; they're bound to be pricier than the ones you have already; and the selection will not exactly """"wow"""" you. Unfortunately I can't tell you what brands are available here since I haven't paid them any attention. I brought my two Britax Boulevards with us from the U.S. and they came through fine. I do recommend purchasing car seat travel bags if you can find them in Norway because it will definitely help keep the cloth cover in better shape. If you can't find them; though; the airline will put it in a very heavy-duty plastic bag. Hope that helps; Expat Sueño P.S. I am starting a Mums and Kids group here in Doha for expats. Be sure to get in touch with me when you arrive (or before if you have any questions). We'll have playgroups; Mums Night Out; and Expectant Moms Group; etc. There are no dues or anything like that. . .just fun :o)"""	U228	2008-11-11 07:04:30
Q277_R17	Q277_R17_C2	Family Life in Qatar	Car seats	What carseat brands are available in Qatar? I m just not sure if I should bring the kids carseats from Norway; not sure how the airlines will treat the seats; and are a bit worried that they will break them.	We brought ours from the UK.. we just bubble wrapped it and checked it in with the rest of the lugguage simple as that. ----------------- HE WHO DARES WINS	U114	2008-11-11 07:20:38
Q277_R19	Q277_R19_C1	Qatar Living Lounge	Kid with guardian	Any one knows; Is it allowed to keep one year old kid in the lap of her mom in the front seat( not in the driving seat; of course)?	no anyone under 10 is not alowed to sit infront.	U2	2007-10-08 10:16:22
Q277_R19	Q277_R19_C7	Qatar Living Lounge	Kid with guardian	Any one knows; Is it allowed to keep one year old kid in the lap of her mom in the front seat( not in the driving seat; of course)?	"""no it is against the new driving laws thank God """"I fight with love and I laugh with rage; you have to live light enough to see the humor and long enough to see some change."""" Ani Difranco"""	U181	2007-10-08 11:01:31
Q277_R19	Q277_R19_C8	Qatar Living Lounge	Kid with guardian	Any one knows; Is it allowed to keep one year old kid in the lap of her mom in the front seat( not in the driving seat; of course)?	I guess the first question would be-why would you??? But; you cannot have your children in the front seat with you.	U5254	2007-10-08 11:04:40
Q278_R41	Q278_R41_C9	Qatar Living Lounge	any private beaches in Qatar?	any private beaches in Qatar?let me know if i can take my booze for beach party	While Going to Shammal after 40 KM from Doha you will find Al Gawariya resort; Beautiful on Sea Side and Open Beach to Play around;you will love to go again and again; Have Fun.	U2	2012-10-04 12:30:46
Q278_R41	Q278_R41_C10	Qatar Living Lounge	any private beaches in Qatar?	any private beaches in Qatar?let me know if i can take my booze for beach party	There is a private beach on North (shamal) road at 83 exit. the place name is ghaariya. you have to take right at this exit and go further 1 km till you reach an intersection. in this intersection again take right and go further until first left comes. on first left you r gonna see a big radar anteena. the private beach is just beside this big anteena. Note: this beach is either for couples or families.	U1909	2012-10-04 12:35:19
Q280_R19	Q280_R19_C4	Pets and Animals	where can i get to buy a goldfish here?	i tried getting contact numbers of a couple of places; but they wouldnt answer the phone!	you may find different types of fish and gold fish in AQUA ART shop along salwa road just opposite of Hardees.	U5273	2009-07-07 10:11:02
Q280_R19	Q280_R19_C8	Pets and Animals	where can i get to buy a goldfish here?	i tried getting contact numbers of a couple of places; but they wouldnt answer the phone!	The shop name is Goldenfish leading to mansoora from Najma area. The Tel no.4310304 ask for Aseela. I myself bought from them very good and very resonable price. They have acqatic plants too.	U5275	2009-07-07 11:05:41
Q280_R19	Q280_R19_C9	Pets and Animals	where can i get to buy a goldfish here?	i tried getting contact numbers of a couple of places; but they wouldnt answer the phone!	Also try Souq Waqif..	U114	2009-07-07 11:07:42
Q280_R19	Q280_R19_C10	Pets and Animals	where can i get to buy a goldfish here?	i tried getting contact numbers of a couple of places; but they wouldnt answer the phone!	you can go to al nasser area beside family food center you can find different kind of fish... anyway if you cannot find there just go to fish market....joke dude...	U2	2009-07-07 11:23:47
Q280_R41	Q280_R41_C1	Family Life in Qatar	what is Homoglobin?	Please anone explain me regading Homoglobin bcz Doctor told me your homoglobin is low! thanks	Hemoglobin is the protein molecule in red blood cells that carries oxygen from the lungs to the body's tissues and returns carbon dioxide from the tissues to the lungs. The iron contained in hemoglobin is responsible for the red color of blood. You should eat Alot of green vegitables and salads; your HB will come up dont worry...	U2	2008-09-11 12:11:43
Q280_R41	Q280_R41_C2	Family Life in Qatar	what is Homoglobin?	Please anone explain me regading Homoglobin bcz Doctor told me your homoglobin is low! thanks	Heamoglobin is a component of the blood. If you are deficient in it; it means that if you have an accident or cut yourself; you will bleed easier and for a longer period of time.	U4647	2008-09-11 12:13:29
Q280_R41	Q280_R41_C3	Family Life in Qatar	what is Homoglobin?	Please anone explain me regading Homoglobin bcz Doctor told me your homoglobin is low! thanks	Homoglobin is a prejudice against globin....... Its actually haemoglobin; a deficiency can be due to many factors.....if you are deficient you are known as being anaemic...google it for more details....	U2	2008-09-11 12:27:19
Q280_R41	Q280_R41_C6	Family Life in Qatar	what is Homoglobin?	Please anone explain me regading Homoglobin bcz Doctor told me your homoglobin is low! thanks	Hi; I am sure most of the guyz answered your query; if you need more details; read the follwoing: The role of the red blood cells is to carry oxygen through the body. The red blood cells can perform this task because of the presence of hemoglobin; the pigment that is formed when the red blood cells develop in the bone marrow. Each hemoglobin molecule is made up of a protein molecule called globin and four pigmented molecules of a compound called heme. Each heme molecule has one atom of iron; and there are four heme molecules in a single molecule of hemoglobin; hence; a single molecule of hemoglobin has four atoms of iron. This structure makes it possible for one hemoglobin molecule to join with four oxygen molecules to form a substance called oxyhemoglobin. This reaction is reversible; enabling hemoglobin to pick up oxygen when the blood is in the lungs and to release oxygen in the cells when the blood is pumped to the tissues. In general; the blood of men usually has a greater concent.....	U2	2008-09-11 12:47:52
Q280_R41	Q280_R41_C7	Family Life in Qatar	what is Homoglobin?	Please anone explain me regading Homoglobin bcz Doctor told me your homoglobin is low! thanks	"""Hemoglobin is a protein that is carried by red cells. It picks up oxygen in the lungs and delivers it to the peripheral tissues to maintain the viability of cells. Hemoglobin is made from two similar proteins that """"stick together"""". Both proteins must be present for the hemoglobin to pick up and release oxygen normally. One of the component proteins is called alpha; the other is beta. Before birth; the beta protein is not expressed. A hemoglobin protein found only during fetal development; called gamma; substitutes up until birth."""	U2	2008-09-11 12:58:12
Q280_R41	Q280_R41_C8	Family Life in Qatar	what is Homoglobin?	Please anone explain me regading Homoglobin bcz Doctor told me your homoglobin is low! thanks	Hemoglobin is the protein molecule in red blood cells that carries oxygen from the lungs to Heart and to continue the Inhaling and Exhaling Proccess. They are responsible of Healing any kind of cut ; they stop the blood flow and they are also reponsible to open any kind of plaque inside vains to prevent heart attacks. IF you smoke Hemoglobin will carry the necotin every where it goes because Necotine get stuck on the hemoglobin and reduce its functions so the hemoglobin wont be holding much oxygen in every breathing proccess thats why we see people who smokes breathes more than natural people when they do any activity . There body needs Oxygen but the hemo. aint functioning in the way they have to .	U5277	2008-09-11 13:08:04
Q280_R41	Q280_R41_C9	Family Life in Qatar	what is Homoglobin?	Please anone explain me regading Homoglobin bcz Doctor told me your homoglobin is low! thanks	"""Hemoglabin is one of spideman's enemy.. oh i think that's greengoblin. just kidding; Definition of Hemoglabin Hem""""o*glo""""bin (?); n. [Hemo- + globe.] (Physiol.) The normal coloring matter of the red blood corpuscles of vertebrate animals. It is composed of hematin and globulin; and is also called hæmatoglobulin. In arterial blood; it is always combined with oxygen; and is then called oxyhemoglobin. It crystallizes under different forms from different animals; and when crystallized; is called hæmatocrystallin."""	U1470	2008-09-11 13:13:50
Q280_R45	Q280_R45_C1	Environment	Recycling Places in Doha	Hello to all! To get rid of my collected old bottles; paper; glasses and so on i ask you - Where can I find some recycling places in Doha? I know this sphere is not very advanced in that state. Please tell me exact locations; with things I can bring to and if necessary the business hours! p.s. Please no discussion about the usefulness of recycling. I want to do it anyway!!!	try to contact Q Clean	U236	2009-12-14 23:45:29
Q280_R45	Q280_R45_C4	Environment	Recycling Places in Doha	Hello to all! To get rid of my collected old bottles; paper; glasses and so on i ask you - Where can I find some recycling places in Doha? I know this sphere is not very advanced in that state. Please tell me exact locations; with things I can bring to and if necessary the business hours! p.s. Please no discussion about the usefulness of recycling. I want to do it anyway!!!	Al Bidda park has recycling bins for paper; plastic and glass. The recycling bins are located towards the back of the park; on the opposite side of the Corniche. Hope that helps!	U5280	2009-12-15 18:48:04
Q280_R45	Q280_R45_C5	Environment	Recycling Places in Doha	Hello to all! To get rid of my collected old bottles; paper; glasses and so on i ask you - Where can I find some recycling places in Doha? I know this sphere is not very advanced in that state. Please tell me exact locations; with things I can bring to and if necessary the business hours! p.s. Please no discussion about the usefulness of recycling. I want to do it anyway!!!	thats right + we also have got recycle thing is Dahal al hamam park wch is close to landmark mall x	U2	2009-12-15 19:24:41
Q280_R45	Q280_R45_C10	Environment	Recycling Places in Doha	Hello to all! To get rid of my collected old bottles; paper; glasses and so on i ask you - Where can I find some recycling places in Doha? I know this sphere is not very advanced in that state. Please tell me exact locations; with things I can bring to and if necessary the business hours! p.s. Please no discussion about the usefulness of recycling. I want to do it anyway!!!	There are recycling bins for plastic and paper in education city too. But park is better idea as there are bins for aluminium and glass as well. I think there should be a recycling awareness campaign on QL.	U2	2009-12-16 14:22:19
Q284_R29	Q284_R29_C1	Qatar Living Lounge	Qatar National Day	Hi; Just wanted to confirm Qatar's National Day. Is it 18th of December? Thanks.	yes; it is 18th Dec.	U5302	2007-10-24 08:35:56
Q284_R29	Q284_R29_C2	Qatar Living Lounge	Qatar National Day	Hi; Just wanted to confirm Qatar's National Day. Is it 18th of December? Thanks.	Yes its 18th December.(Before it was September 3)	U2453	2007-10-24 09:23:02
Q284_R29	Q284_R29_C3	Qatar Living Lounge	Qatar National Day	Hi; Just wanted to confirm Qatar's National Day. Is it 18th of December? Thanks.	Confirmed ______________________________________________________ Love is the answer...	U209	2007-10-24 09:48:31
Q284_R29	Q284_R29_C4	Qatar Living Lounge	Qatar National Day	Hi; Just wanted to confirm Qatar's National Day. Is it 18th of December? Thanks.	"""It surely is 18th Dec but plz can someone tell me how can national day of any country change ever ?? ..**.. """"""""They walk among us. They vote & they even reproduce"""""""" ..**.."""	U1275	2007-10-24 09:50:48
Q284_R29	Q284_R29_C9	Qatar Living Lounge	Qatar National Day	Hi; Just wanted to confirm Qatar's National Day. Is it 18th of December? Thanks.	Day 18 December is the actual day of founding the State of Qatar and on September 3 is on independence Day which qatar was free from from British colonialism . For those who say that Qatar has not changed ;then I must say you are new to the country ;have you ever been to alwasil before 5 years??did you see the diplomatic area before 5 years??? If not go and have a look my friend!	U5305	2008-12-15 14:01:08
Q285_R20	Q285_R20_C2	Advice and Help	US Embassy Qatar	How to get to US Embassy Qatar? I am set for an appointment and I do not know the driving directions. Need your help :) Thanks in advance!	if you are coming from LULU GARAFA new high way road side to... there coming madinat khalifa bridge..after cross it may be 400m to 600m in your right hand side...ok....if you cont reach there so do contact with me 77501650. thank you	U2	2011-04-19 12:26:12
Q285_R20	Q285_R20_C3	Advice and Help	US Embassy Qatar	How to get to US Embassy Qatar? I am set for an appointment and I do not know the driving directions. Need your help :) Thanks in advance!	you should state your point of origin. Or follow the instructions as above mentioned: open google maps; google for US embassy in qatar and folow the directions to get there http://maps.google.com/maps/ms?ie=UTF8&t=h&hl=en&msa=0&msid=203872640511665582080.0004a1421d694fcb7ddda&ll=25.299338;51.443481&spn=0.066735;0.175095&z=13 Regards!!	U757	2011-04-19 12:29:32
Q285_R20	Q285_R20_C5	Advice and Help	US Embassy Qatar	How to get to US Embassy Qatar? I am set for an appointment and I do not know the driving directions. Need your help :) Thanks in advance!	Comimg from Villagiio down to Al Saad; take the left turn on MOBIL Petrol Station Signal (it will be on ur right hand; there is also SIXT Rental Car); take left from that signal...then you drive straight I guess around 3 roundabouts...I dont remember exactly unfortunately. Then you take a right turn till the end of the road and make again right...you will be on the new road; but take the side road and drive straight. The Embassy will be on your right hand. Please make sure with the map; I just gave you approx.direction. I was there on October; cant remember the exact turns. Good luck!	U5319	2011-04-19 12:40:29
Q285_R20	Q285_R20_C6	Advice and Help	US Embassy Qatar	How to get to US Embassy Qatar? I am set for an appointment and I do not know the driving directions. Need your help :) Thanks in advance!	If you are coming to the Roundabout passports from the city of Doha Turn to the left of the roundabout to the new road Will find the location of the embassy to the right of the street after the 1000 km	U5320	2011-04-19 12:51:32
Q286_R21	Q286_R21_C1	Visas and Permits	NOC vs. Family Visa	Hi; please can you help; My wife does not have NOC from Qatar Airways; but we are married now so can i bring her legally on my family visa as her husband? Thanks!	yes it is possible .new married certificate need to be attested from embassy and foregin affairs qatar thats all. its possible .for ladies this doesnt matter	U2	2011-08-04 22:34:29
Q286_R21	Q286_R21_C3	Visas and Permits	NOC vs. Family Visa	Hi; please can you help; My wife does not have NOC from Qatar Airways; but we are married now so can i bring her legally on my family visa as her husband? Thanks!	Yes you can.	U5332	2011-08-04 22:36:36
Q286_R21	Q286_R21_C5	Visas and Permits	NOC vs. Family Visa	Hi; please can you help; My wife does not have NOC from Qatar Airways; but we are married now so can i bring her legally on my family visa as her husband? Thanks!	As long as she doesn't intend to work during the time that she is oficially 'banned' (from working = 2 years from cancellation of her work visa) she can enter the country legally on your sponsorship (spouse dependent visa).	U10	2011-08-05 01:13:09
Q286_R21	Q286_R21_C7	Visas and Permits	NOC vs. Family Visa	Hi; please can you help; My wife does not have NOC from Qatar Airways; but we are married now so can i bring her legally on my family visa as her husband? Thanks!	Yes you can kapila. Easy to do - you just need to give the new sponsor (when she finds a job) a no-objection letter which states that you allow her to take up employment.	U10	2011-08-05 09:06:14
Q289_R35	Q289_R35_C1	Socialising	Discos in Qatar	Friends Anybody knows anything about Disco bars in qatar? Thanks	QUBE. Rocking. Jammed pack aroud 3000 ppl every night. QL ladies love this joint.	U2	2007-05-20 14:29:26
Q291_R34	Q291_R34_C1	Family Life in Qatar	French Speaking Nursery	Does anyone know if there is a French speaking nursery in Doha? If so do you have contact details? Thanks Percy	There is a French School here. Don't know the ages but my neighbor's 3 yr old goes there. Also; Tots Corner Nursery has French and Arabic lessons. Tots Corner - 468 8008 totscorner@qatar.net.qa (email) French School - 496 4300 lfdsecr@qatar.net.qa	U661	2007-06-01 19:49:33
Q291_R34	Q291_R34_C3	Family Life in Qatar	French Speaking Nursery	Does anyone know if there is a French speaking nursery in Doha? If so do you have contact details? Thanks Percy	My friends in Doha register their daughter to perles d'avenir nursery and they really recommend me. I was suspicious about the nurseries in Qatar; in security; hygien; education... I really took time to decide and after tryed in Perles d'Avenir; I am amazingly happy and assured. It's a wonderful environnement with honest; open mind; communication; and strict norm of hygien; security; healthy... I really love this place for my best thing that I never had : my daughter ! And what else for her that the best of caring !!! I Really RECOMMEND ! For anyone interested; they have website www.perlesdavenirqat... (it's in french; few things in english or contact them -phone on website)	U5366	2012-06-19 12:56:18
Q291_R34	Q291_R34_C4	Family Life in Qatar	French Speaking Nursery	Does anyone know if there is a French speaking nursery in Doha? If so do you have contact details? Thanks Percy	I registered my child and I love so much this nursery; i'm very happy to find a place there ! I have the phone of Perles d'avenir Nursery is 44817611.	U1636	2012-06-19 13:47:37
Q291_R34	Q291_R34_C5	Family Life in Qatar	French Speaking Nursery	Does anyone know if there is a French speaking nursery in Doha? If so do you have contact details? Thanks Percy	I registered my child and I love so much this nursery; i'm very happy to find a place there ! I have the phone of Perles d'avenir Nursery is 44817611.	U1636	2012-06-19 13:47:57
Q300_R18	Q300_R18_C2	Visas and Permits	Medical Test	Hi all; are hepatitis B & C checked for in the medical test for non-medical professionals? Basically;I have been getting conflicting information on this. Some say that Hep B & C are tested for everyone applying for residence permit. Others say that only medical professionals; primary school teachers and food handlers are tested for Hep B & C. Please discuss!	Medical Check is for everyone mate ---------------------------------------------------------------- Give me some SunShine......Give me some Rain Give me another Chance...I wanna grow up once Again	U491	2010-02-09 15:41:27
Q300_R18	Q300_R18_C5	Visas and Permits	Medical Test	Hi all; are hepatitis B & C checked for in the medical test for non-medical professionals? Basically;I have been getting conflicting information on this. Some say that Hep B & C are tested for everyone applying for residence permit. Others say that only medical professionals; primary school teachers and food handlers are tested for Hep B & C. Please discuss!	The test is done for everyone; but is restricted to the above categories u mentioned.	U1137	2010-02-10 16:55:55
Q300_R18	Q300_R18_C6	Visas and Permits	Medical Test	Hi all; are hepatitis B & C checked for in the medical test for non-medical professionals? Basically;I have been getting conflicting information on this. Some say that Hep B & C are tested for everyone applying for residence permit. Others say that only medical professionals; primary school teachers and food handlers are tested for Hep B & C. Please discuss!	Regardless what your job is...everybody gets tested for hepatitis B/C cheers Never say never	U5004	2010-02-10 20:14:24
Q300_R18	Q300_R18_C8	Visas and Permits	Medical Test	Hi all; are hepatitis B & C checked for in the medical test for non-medical professionals? Basically;I have been getting conflicting information on this. Some say that Hep B & C are tested for everyone applying for residence permit. Others say that only medical professionals; primary school teachers and food handlers are tested for Hep B & C. Please discuss!	"""As I told u hepatitis B/C are checked for everyone applying for residence permit.If the result is positive u go back where u came from. And I know all of the above because my husband is a consultant pathologist. cheers --------------------------------------------------------- """"Never say never"""""""	U5004	2010-02-10 20:42:59
Q302_R74	Q302_R74_C1	Welcome to Qatar	I have visiting visa for work; so can I drive; I have egyptian license?	I have visiting visa for work; so can I drive; I have egyptian license?	No you cannot.. If you have international driving license you can... Anyway I don't know exactly just check with RENT A CAR shop near by your area..	U5417	2010-01-14 12:21:37
Q302_R74	Q302_R74_C2	Welcome to Qatar	I have visiting visa for work; so can I drive; I have egyptian license?	I have visiting visa for work; so can I drive; I have egyptian license?	No you cannot.. If you have international driving license you can... Anyway I don't know exactly just check with RENT A CAR shop near by your area..	U5417	2010-01-14 12:21:45
Q302_R74	Q302_R74_C3	Welcome to Qatar	I have visiting visa for work; so can I drive; I have egyptian license?	I have visiting visa for work; so can I drive; I have egyptian license?	NO. you cant drive with other then GCC license. I also think that I can but law is clear. You need to make all procedure to exchange or make Qatari an driving license. Be sure all stories that you can drive is wrong. If you make any accident then you will see the problems. Best wishes. p.s. if you go to make driving license and you fall...make like I was...give to Sudani man big boss there some money and this is it. I give 1000 QAR and in 3 time I get licence. This is not secret just life in Doha. Corruption every where. Can you imagine that I fall 2 times at driving tests like I dont know how to drive... I have in my 50 years more then 20 diff. nice good cars... and I have more then 26 years driver lic. and more then 1.000.000 km behind me in all Europe countries... Not like new comer Indian people who use bicycle before and now make so many accident in Doha. Every day I see 5-6 accident. Driver? So sorry just true-Indian. GOod luck in driving with proper documents. Penalty is tooooo .....	U5418	2010-01-14 12:29:09
Q302_R74	Q302_R74_C4	Welcome to Qatar	I have visiting visa for work; so can I drive; I have egyptian license?	I have visiting visa for work; so can I drive; I have egyptian license?	If you are on a visiting Visa and and you have an international driver license you can use it for 6 month I guess. If you get the permanent residence you can not use the Int driver license anymore.	U2	2010-01-14 12:33:40
Q302_R74	Q302_R74_C5	Welcome to Qatar	I have visiting visa for work; so can I drive; I have egyptian license?	I have visiting visa for work; so can I drive; I have egyptian license?	Mr.Calculator consumes major space for the same answer which is not helping the person with right answer?!; you can not drive a car with Egypitian licence here; as a visitor first 10 days you can drive but later you need to take a temporary driving licence for 3 months. you have to pay 100 riyal for every month and need to take eye-test for this licence.	U2	2010-01-14 13:09:09
Q302_R74	Q302_R74_C7	Welcome to Qatar	I have visiting visa for work; so can I drive; I have egyptian license?	I have visiting visa for work; so can I drive; I have egyptian license?	No; you cannot drive; you should have a GCC license not Egyptian.	U1791	2010-01-14 13:53:29
Q302_R79	Q302_R79_C1	Cars and driving	Driving with USA License.	I visiting Doha for a week and intend to rent a car. Is it legal to drive using USA Driver License or do I need and international one?	The Rental companies ask for an International License.	U2	2008-10-02 23:44:30
Q302_R79	Q302_R79_C2	Cars and driving	Driving with USA License.	I visiting Doha for a week and intend to rent a car. Is it legal to drive using USA Driver License or do I need and international one?	get international Driver License.	U5420	2008-10-03 00:04:32
Q302_R79	Q302_R79_C4	Cars and driving	Driving with USA License.	I visiting Doha for a week and intend to rent a car. Is it legal to drive using USA Driver License or do I need and international one?	Even if you have a International License; you need to get a temporary license from Traffic Department. When you are in Doha; get the application for temporary license and submit it to the Madinat Khalifa Traffic Department along with copy of your US license and passport pages showing your identity and visa page You might need to get an NOC from the sponsor (Typed in Arabic) if you visit here under visa from some company or sponsor. Best way is to ask the rental car company to assist you to get it.	U5422	2008-10-03 01:18:37
Q302_R79	Q302_R79_C5	Cars and driving	Driving with USA License.	I visiting Doha for a week and intend to rent a car. Is it legal to drive using USA Driver License or do I need and international one?	If you in vist visa you can drive; but if you want to cavnt to qatari ; so you can apply easly just vist to traffic dept and ask for new one.	U2	2008-10-03 01:43:58
Q302_R79	Q302_R79_C6	Cars and driving	Driving with USA License.	I visiting Doha for a week and intend to rent a car. Is it legal to drive using USA Driver License or do I need and international one?	Supposedly the US license is good for (7) days. An international license is good for (6) months. They are easily obtained from AAA for about $15. After (6) months and likely before then you would need to go for a Qatar drivers license.	U5423	2008-10-03 02:09:59
Q302_R79	Q302_R79_C8	Cars and driving	Driving with USA License.	I visiting Doha for a week and intend to rent a car. Is it legal to drive using USA Driver License or do I need and international one?	I recommend that you go to a AAA agency and get an international license. Driving here in Doha is pretty dangerous- so I recommend you take every measure to protect yourself. It is pretty easy and not costly. See you when you get here!	U5424	2008-10-03 08:37:28
Q303_R7	Q303_R7_C2	Advice and Help	Where does your dog stay in Qatar when you re away?	Hello QatarLiving! My family and I will be away for vacation. PLEASE tell me about the reliable places in Doha where you put your dog in when you re out of town!! I don t know where to take him and I don t trust anyone to do that for me :-(	Call Paul Hensen. His number 487 7144 and mobile 667 5235. You can say Sam's mum recommended him (his daughter and my son in the same class at school).	U188	2007-07-20 00:24:10
