Q332_R2,Q332_R2_C4,Doha Shopping,Where to buy Sarees in Doha,Hello everybody; I was wondering where can I buy sarees (spelling??) in Doha (the traditionnal indian ones; 100% silk with hand made embrodery: e.g. the one used for weeding) I did a search on google but couldn't find anything! I really appreciate your help Thanks DHW,Hey man; you asked she answered; now the best or not the best well...tough question... Just kidding... Anyways; Parthas; Bombay Silk;s Dulhan; are all good places to buy Sarees...or you could do the Lulu Hypermarket instead where they have a saree station...LOL cheers...,U1664,2008-04-08 12:11:37
Q332_R2,Q332_R2_C5,Doha Shopping,Where to buy Sarees in Doha,Hello everybody; I was wondering where can I buy sarees (spelling??) in Doha (the traditionnal indian ones; 100% silk with hand made embrodery: e.g. the one used for weeding) I did a search on google but couldn't find anything! I really appreciate your help Thanks DHW,You don’t get the original hand embroidery sarees here. You cant get 1005 silk sarees in Bombay silks; Dulhan or the saree shop in Lulu centre.    Are you going to ware it as saree or to stitch some dress with that saree (many arab woman do that) You get good quality embroidered silk clothes in AL Dana centre in the souq,U493,2008-04-08 12:11:47
Q332_R2,Q332_R2_C6,Doha Shopping,Where to buy Sarees in Doha,Hello everybody; I was wondering where can I buy sarees (spelling??) in Doha (the traditionnal indian ones; 100% silk with hand made embrodery: e.g. the one used for weeding) I did a search on google but couldn't find anything! I really appreciate your help Thanks DHW,U can get them at Bombay silk center and they even have them at lulu. -------------------- No human can stop racism.,U788,2008-04-08 12:15:58
Q332_R2,Q332_R2_C8,Doha Shopping,Where to buy Sarees in Doha,Hello everybody; I was wondering where can I buy sarees (spelling??) in Doha (the traditionnal indian ones; 100% silk with hand made embrodery: e.g. the one used for weeding) I did a search on google but couldn't find anything! I really appreciate your help Thanks DHW, all the 3 places parthas; bonbay silks; & dhulan have a good choise the ones at lulu r ok the material was not too good,U5646,2008-04-08 12:32:35
Q338_R2,Q338_R2_C1,Welcome to Qatar,Toys for adults??,Before anyone comments - I know this is a muslim country and certain things are forbidden here. but one of our friends is getting married and we want to play some pranks on him n her. So does anyone know if there is ANY shop in Doha that sells toys for adults or Sex toys?? Just lemme know. Thnx,i think it is difficult to get them here in Doha.,U535,2010-07-11 13:45:47
Q338_R2,Q338_R2_C2,Welcome to Qatar,Toys for adults??,Before anyone comments - I know this is a muslim country and certain things are forbidden here. but one of our friends is getting married and we want to play some pranks on him n her. So does anyone know if there is ANY shop in Doha that sells toys for adults or Sex toys?? Just lemme know. Thnx,not possible,U521,2010-07-11 13:52:07
Q338_R2,Q338_R2_C3,Welcome to Qatar,Toys for adults??,Before anyone comments - I know this is a muslim country and certain things are forbidden here. but one of our friends is getting married and we want to play some pranks on him n her. So does anyone know if there is ANY shop in Doha that sells toys for adults or Sex toys?? Just lemme know. Thnx,err; I don't think you'll find it here...,U63,2010-07-11 13:53:53
Q338_R2,Q338_R2_C5,Welcome to Qatar,Toys for adults??,Before anyone comments - I know this is a muslim country and certain things are forbidden here. but one of our friends is getting married and we want to play some pranks on him n her. So does anyone know if there is ANY shop in Doha that sells toys for adults or Sex toys?? Just lemme know. Thnx,Impossible....,U75,2010-07-11 13:55:07
Q338_R2,Q338_R2_C6,Welcome to Qatar,Toys for adults??,Before anyone comments - I know this is a muslim country and certain things are forbidden here. but one of our friends is getting married and we want to play some pranks on him n her. So does anyone know if there is ANY shop in Doha that sells toys for adults or Sex toys?? Just lemme know. Thnx,As you've said this is a muslim country; no chance for such things like that..HARAMMMMMMMMMM!,U3,2010-07-11 13:56:56
Q338_R30,Q338_R30_C8,Qatar Living Lounge,Lego Blocks,Where can I find/buy Lego Blocks here in Qatar? Tried Toys R Us; Villagio; City Center and Landmark but to no avail.,My brother has a collection of original Lego blocks and we buy it from Carrefour; although lately we haven't seen any Lego products from the malls here in Doha; we even tried Toys R Us but to no avail.,U3,2010-03-19 22:11:47
Q347_R25,Q347_R25_C1,Family Life in Qatar,IKEA,hi all; is there any IKEA showroom in and around DOHA? kindly reply thank you,in Doha no .. in Kuwait yes .. in Dubai yes ..,U3,2008-09-26 03:02:18
Q347_R25,Q347_R25_C2,Family Life in Qatar,IKEA,hi all; is there any IKEA showroom in and around DOHA? kindly reply thank you,not right now but it's coming very soon!,U608,2008-09-26 06:08:48
Q347_R25,Q347_R25_C5,Family Life in Qatar,IKEA,hi all; is there any IKEA showroom in and around DOHA? kindly reply thank you,There are no Ikea outlets in Doha at present.,U50,2008-09-26 09:14:29
Q347_R25,Q347_R25_C7,Family Life in Qatar,IKEA,hi all; is there any IKEA showroom in and around DOHA? kindly reply thank you,Sorry to say No; as for your transporting furniture here; that depends on what type of resedence you will get over here? as normly you will be given a furnished flat/villa,U1132,2008-09-26 09:53:44
Q359_R13,Q359_R13_C2,Health and Fitness,Where can I buy workout/bodybuilding supplements besides the GNC shops?,Can anyone help? GNC has a small selection and is very expensive. Thanks!,Al Mana Go-sport at Villagio used to have a decent selection; though they were out of stock the last time I went there which was a few months back....,U823,2010-02-16 19:55:59
Q359_R13,Q359_R13_C4,Health and Fitness,Where can I buy workout/bodybuilding supplements besides the GNC shops?,Can anyone help? GNC has a small selection and is very expensive. Thanks!,Just to let people know. I went to al-Merqab street today and the sport supplement shop there is closed. So I guess the only alternative left is GNC and perhaps Al Mana Go-sport at Villagio.,U5870,2010-02-17 12:02:16
Q359_R13,Q359_R13_C6,Health and Fitness,Where can I buy workout/bodybuilding supplements besides the GNC shops?,Can anyone help? GNC has a small selection and is very expensive. Thanks!,Yeah; it's closed permanently. Apparently there is also there is another shop called York Sport Nutrition. They have two branches: York Sports Nutrition (Shop 1) : Tel : 4371434 23 Al – Jazeera St. – Fariq Bin Mahmoud York Sports Nutrition (Shop 2) : Tel : 4874347 Bin Omran Main Road Their webpage is http://www.yorksnutrition.com I haven't been there myself but I'll try to go tomorrow.,U5870,2010-02-17 22:00:22
Q359_R13,Q359_R13_C10,Health and Fitness,Where can I buy workout/bodybuilding supplements besides the GNC shops?,Can anyone help? GNC has a small selection and is very expensive. Thanks!,Check this out: http://www.qatarliving.com/items/sporting-goods/advert/whey-proteingold-standard330-riyal5lbs,U5875,2015-01-29 18:25:52
Q372_R1,Q372_R1_C2,Family Life in Qatar,Where is Delhi sweets.,When musheirib(National Area)existed; there was one small sweet shop called DELHI SWEETS; where we used to get good laddoos; samosas and jalebis. But since that area got demolished; more than a year back. I cannot trace the shop; dont know where they moved; re-settled. Does anyone knows; where it is ? which location exactly. Please advise. Thanks.,They did not relocate/reopen. Go with Bombay sweets behind Qatar Toyota building (old navigation building lane).,U5955,2012-08-25 14:24:27
Q372_R1,Q372_R1_C6,Family Life in Qatar,Where is Delhi sweets.,When musheirib(National Area)existed; there was one small sweet shop called DELHI SWEETS; where we used to get good laddoos; samosas and jalebis. But since that area got demolished; more than a year back. I cannot trace the shop; dont know where they moved; re-settled. Does anyone knows; where it is ? which location exactly. Please advise. Thanks.,have seen Delhi sweets in Doha Jadeed area...,U61,2013-04-16 12:49:12
Q372_R1,Q372_R1_C7,Family Life in Qatar,Where is Delhi sweets.,When musheirib(National Area)existed; there was one small sweet shop called DELHI SWEETS; where we used to get good laddoos; samosas and jalebis. But since that area got demolished; more than a year back. I cannot trace the shop; dont know where they moved; re-settled. Does anyone knows; where it is ? which location exactly. Please advise. Thanks.,rizk; i was about to comment same..It is really in DOHA JADEED...:D,U303,2013-04-16 12:52:54
